,OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID,TotalAmountPredictionByModel,TotalAmount_Original
2502,ORD0002503,29-02-2024,CUST047223,Pooja Gupta,P00041,Webcam Full HD,Books,BrightLux,1,317.61,0.05,54.31,5.73,361.77,Debit Card,Delivered,Columbus,OH,United States,SELL01071,362.2901,361.77
48960,ORD0048961,18-01-2022,CUST035295,Arjun Reddy,P00045,Phone Tripod,Electronics,FitLife,5,375.1,0,0,6.62,1882.12,Credit Card,Shipped,Indianapolis,IN,United Kingdom,SELL00609,1879.447,1882.12
71740,ORD0071741,09-09-2024,CUST025541,Sunita Sharma,P00036,Smart Light Bulb,Clothing,HomeEase,4,214.97,0,68.79,12.44,941.11,Credit Card,Delivered,Phoenix,AZ,India,SELL00980,940.1916,941.11
63685,ORD0063686,22-08-2024,CUST017040,Aarav Joshi,P00028,Jeans,Books,FitLife,5,548.74,0,137.18,2.33,2883.21,UPI,Delivered,Washington,DC,United States,SELL01164,2883.949,2883.21
66514,ORD0066515,07-10-2021,CUST041522,Ritika Reddy,P00043,HDMI Cable 2m,Clothing,CoreTech,1,25.03,0,1.25,7.1,33.38,UPI,Delivered,Indianapolis,IN,United States,SELL00203,33.1617,33.38
93324,ORD0093325,29-08-2021,CUST010779,Aman Patel,P00045,Phone Tripod,Home & Kitchen,FitLife,5,221.02,0.05,188.97,9.85,1248.66,Credit Card,Delivered,Jacksonville,FL,India,SELL01220,1251.909,1248.66
20701,ORD0020702,16-05-2022,CUST011723,Vivaan Kumar,P00050,Novel Bestseller,Books,UrbanStyle,5,581.22,0.3,366.17,8.33,2408.77,Credit Card,Delivered,San Diego,CA,Canada,SELL01709,2426.2272,2408.77
45919,ORD0045920,31-08-2020,CUST034499,Vihaan Kumar,P00005,Laptop Sleeve,Clothing,Apex,5,100.07,0,25.02,7.4,532.77,UPI,Delivered,San Antonio,TX,United States,SELL01221,531.2649,532.77
88647,ORD0088648,09-05-2021,CUST012376,Pooja Kapoor,P00027,Winter Jacket,Clothing,KiddoFun,5,424.79,0,254.87,6.69,2385.51,Amazon Pay,Delivered,Washington,DC,Australia,SELL01467,2385.4725,2385.51
98336,ORD0098337,20-10-2023,CUST007889,Aarav Sharma,P00042,Projector Mini,Toys & Games,FitLife,4,552.32,0.2,141.39,2.91,1911.72,Amazon Pay,Shipped,Denver,CO,United States,SELL00486,1916.3633,1911.72
15397,ORD0015398,11-05-2020,CUST023608,Simran Singh,P00049,Children's Book,Home & Kitchen,ReadMore,2,583.37,0.05,55.42,13.25,1177.07,Credit Card,Delivered,Los Angeles,CA,United States,SELL00054,1176.5577,1177.07
1057,ORD0001058,29-10-2023,CUST010402,Rohit Kapoor,P00027,Winter Jacket,Books,ReadMore,3,37.98,0.2,7.29,2.07,100.51,Debit Card,Delivered,Austin,TX,United States,SELL00234,103.2218,100.51
88300,ORD0088301,28-08-2020,CUST013877,Vivaan Mehta,P00023,Cookware Set,Books,FitLife,2,139.6,0,33.5,1.76,314.46,Credit Card,Delivered,San Diego,CA,United Kingdom,SELL00207,315.4555,314.46
91408,ORD0091409,11-07-2022,CUST011726,Vikas Kumar,P00049,Children's Book,Toys & Games,KiddoFun,5,240.59,0,96.24,13.28,1312.47,Credit Card,Delivered,Seattle,WA,United States,SELL01228,1310.7797,1312.47
78096,ORD0078097,29-08-2020,CUST015788,Karan Verma,P00045,Phone Tripod,Toys & Games,Apex,3,362.05,0,54.31,1.97,1142.43,Amazon Pay,Delivered,New York,NY,United States,SELL01183,1142.5271,1142.43
95494,ORD0095495,21-05-2020,CUST011194,Neha Reddy,P00023,Cookware Set,Clothing,NexPro,3,69.25,0.15,14.13,7.84,198.56,Debit Card,Delivered,Austin,TX,United States,SELL01384,197.9137,198.56
93837,ORD0093838,22-10-2021,CUST018257,Aarav Reddy,P00033,Puzzle 1000pc,Books,HomeEase,4,527.87,0,0,1.76,2113.24,Cash on Delivery,Delivered,San Diego,CA,India,SELL01413,2115.6743,2113.24
48071,ORD0048072,22-07-2021,CUST030465,Aman Gupta,P00036,Smart Light Bulb,Sports & Outdoors,Zenith,2,163.65,0.2,13.09,11.95,286.88,Credit Card,Delivered,Denver,CO,United States,SELL00446,285.8827,286.88
46042,ORD0046043,07-06-2022,CUST041024,Priya Sharma,P00004,USB-C Charger,Sports & Outdoors,Apex,1,141.55,0,11.32,5.51,158.38,Credit Card,Delivered,San Antonio,TX,United States,SELL00032,158.1197,158.38
6224,ORD0006225,01-01-2023,CUST033132,Vivaan Patel,P00034,Desk Organizer,Clothing,KiddoFun,2,382.85,0.05,0,1.04,728.46,Credit Card,Delivered,Philadelphia,PA,United States,SELL00373,733.9326,728.46
2699,ORD0002700,20-02-2020,CUST028843,Simran Gupta,P00032,Board Game,Sports & Outdoors,BrightLux,3,161.45,0,58.12,11.62,554.09,Amazon Pay,Shipped,Fort Worth,TX,Canada,SELL00219,553.1928,554.09
26480,ORD0026481,27-01-2021,CUST034495,Vivaan Singh,P00048,Wireless Charger,Sports & Outdoors,HomeEase,2,421.99,0.15,0,12.76,730.14,UPI,Delivered,New York,NY,India,SELL00267,730.1459,730.14
56129,ORD0056130,01-02-2022,CUST028203,Sahil Patel,P00016,Air Fryer,Clothing,BrightLux,2,572.73,0.1,51.55,11.88,1094.34,Credit Card,Delivered,San Francisco,CA,India,SELL01684,1093.0882,1094.34
54449,ORD0054450,16-02-2021,CUST035008,Kabir Sharma,P00027,Winter Jacket,Toys & Games,BrightLux,2,151.71,0,36.41,7.81,347.64,Net Banking,Delivered,San Francisco,CA,United States,SELL00465,347.6075,347.64
57857,ORD0057858,06-01-2024,CUST033761,Rohit Joshi,P00020,Office Chair,Toys & Games,HomeEase,1,558.79,0,27.94,11.56,598.29,Cash on Delivery,Delivered,Charlotte,NC,Australia,SELL01502,599.1455,598.29
67821,ORD0067822,15-12-2021,CUST018318,Karan Kapoor,P00048,Wireless Charger,Electronics,ReadMore,3,178.09,0.1,86.55,14.57,581.96,Net Banking,Delivered,Columbus,OH,India,SELL00698,579.8076,581.96
60156,ORD0060157,09-10-2020,CUST040564,Aarav Kumar,P00005,Laptop Sleeve,Electronics,FitLife,5,43.38,0.05,10.3,10.34,226.7,Amazon Pay,Delivered,Charlotte,NC,Canada,SELL01085,228.1725,226.7
66594,ORD0066595,12-05-2023,CUST000479,Ritika Singh,P00042,Projector Mini,Electronics,BrightLux,2,393.27,0.05,89.67,4.15,841.03,Credit Card,Shipped,New York,NY,United States,SELL00860,842.167,841.03
2686,ORD0002687,09-06-2022,CUST038433,Aarav Sharma,P00042,Projector Mini,Clothing,UrbanStyle,5,152.11,0.15,32.32,2,680.79,UPI,Delivered,Jacksonville,FL,United States,SELL00219,682.098,680.79
179,ORD0000180,10-09-2024,CUST044928,Pooja Reddy,P00001,Wireless Earbuds,Sports & Outdoors,CoreTech,1,418.7,0.3,23.45,4.48,321.02,UPI,Delivered,Jacksonville,FL,United States,SELL00811,325.2628,321.02
17440,ORD0017441,27-01-2021,CUST014503,Neha Kumar,P00034,Desk Organizer,Books,BrightLux,3,246.04,0,132.86,13.73,884.71,UPI,Delivered,Washington,DC,United States,SELL00665,880.1886,884.71
48821,ORD0048822,02-04-2021,CUST010530,Arjun Gupta,P00007,Mechanical Keyboard,Books,BrightLux,4,342.65,0.05,65.1,11.08,1378.25,UPI,Delivered,San Diego,CA,United States,SELL00818,1375.8362,1378.25
16180,ORD0016181,30-08-2021,CUST008415,Aarav Reddy,P00011,Fitness Band,Clothing,CoreTech,1,352.01,0,17.6,8.95,378.56,Net Banking,Delivered,Philadelphia,PA,United States,SELL00196,378.2029,378.56
48174,ORD0048175,30-04-2022,CUST033561,Ritika Verma,P00045,Phone Tripod,Clothing,HomeEase,1,443.14,0,22.16,13.79,479.09,Amazon Pay,Delivered,Austin,TX,India,SELL00168,478.8659,479.09
46172,ORD0046173,09-08-2021,CUST038585,Sunita Patel,P00010,Smartwatch,Books,Apex,1,215.78,0.1,15.54,12.17,221.91,Amazon Pay,Delivered,Dallas,TX,United States,SELL00427,220.8785,221.91
83330,ORD0083331,24-05-2020,CUST005712,Vivaan Gupta,P00029,T-Shirt,Clothing,CoreTech,5,253.25,0.05,96.24,1.13,1300.31,UPI,Shipped,Houston,TX,United States,SELL01848,1302.7921,1300.31
53850,ORD0053851,05-10-2022,CUST043391,Vikas Reddy,P00043,HDMI Cable 2m,Clothing,UrbanStyle,3,475.17,0.05,108.34,7.93,1470.5,Net Banking,Delivered,Jacksonville,FL,United States,SELL01924,1470.3409,1470.5
19988,ORD0019989,24-07-2022,CUST013443,Neha Singh,P00046,Car Charger,Electronics,NexPro,3,575.71,0,138.17,4.81,1870.11,Cash on Delivery,Delivered,Houston,TX,United States,SELL00715,1870.7709,1870.11
12230,ORD0012231,19-02-2021,CUST026747,Priya Joshi,P00037,Router,Books,Apex,3,110.11,0,39.64,1.89,371.86,UPI,Delivered,Denver,CO,India,SELL00679,372.9896,371.86
92400,ORD0092401,04-10-2022,CUST010455,Vivaan Mehta,P00044,Power Bank 20000mAh,Books,Apex,5,448.8,0.2,89.76,9.3,1894.26,UPI,Delivered,San Antonio,TX,United States,SELL00868,1894.3988,1894.26
66844,ORD0066845,26-03-2020,CUST044804,Sneha Kumar,P00042,Projector Mini,Clothing,HomeEase,4,389.91,0,187.16,11.46,1758.26,Credit Card,Delivered,Philadelphia,PA,United States,SELL01163,1758.4866,1758.26
20001,ORD0020002,14-12-2022,CUST034745,Sahil Verma,P00031,Kids Toy Car,Clothing,ReadMore,5,49.48,0.15,16.82,3.25,230.36,Amazon Pay,Delivered,Phoenix,AZ,Canada,SELL00558,229.9967,230.36
61605,ORD0061606,01-10-2021,CUST044777,Karan Singh,P00049,Children's Book,Toys & Games,ReadMore,2,129.8,0,20.77,9.12,289.49,Net Banking,Delivered,San Antonio,TX,United States,SELL01723,288.6215,289.49
51808,ORD0051809,07-05-2023,CUST010177,Simran Patel,P00015,Instant Pot,Clothing,NexPro,3,54.57,0.25,6.14,14.12,143.04,Credit Card,Shipped,Indianapolis,IN,India,SELL00142,142.5039,143.04
65294,ORD0065295,25-07-2023,CUST015815,Karan Gupta,P00045,Phone Tripod,Home & Kitchen,Zenith,5,518.9,0,311.34,4.92,2910.76,Credit Card,Delivered,Chicago,IL,Australia,SELL00053,2910.8861,2910.76
78655,ORD0078656,16-02-2023,CUST015195,Simran Verma,P00014,Drone Mini,Home & Kitchen,ReadMore,3,395.02,0.1,53.33,1.29,1121.17,Amazon Pay,Delivered,Indianapolis,IN,United States,SELL01843,1123.134,1121.17
35657,ORD0035658,12-08-2022,CUST007354,Vivaan Gupta,P00041,Webcam Full HD,Toys & Games,UrbanStyle,2,248.76,0,39.8,2.4,539.72,Credit Card,Shipped,Phoenix,AZ,India,SELL01752,541.3216,539.72
75110,ORD0075111,03-11-2021,CUST015942,Sneha Verma,P00031,Kids Toy Car,Clothing,NexPro,1,179.41,0.2,25.84,14.28,183.65,Debit Card,Shipped,Indianapolis,IN,United Kingdom,SELL00845,183.2821,183.65
575,ORD0000576,19-07-2023,CUST043585,Anjali Mehta,P00016,Air Fryer,Sports & Outdoors,FitLife,5,584.19,0.1,131.44,5.65,2765.95,Credit Card,Delivered,Dallas,TX,United States,SELL01018,2766.7144,2765.95
3413,ORD0003414,19-06-2021,CUST017042,Rohit Kapoor,P00011,Fitness Band,Clothing,NexPro,5,301.35,0.15,230.53,9.94,1521.21,UPI,Delivered,Jacksonville,FL,United States,SELL00936,1517.9334,1521.21
41711,ORD0041712,17-11-2020,CUST033276,Aditya Kapoor,P00036,Smart Light Bulb,Sports & Outdoors,BrightLux,2,183.57,0.1,59.48,9.54,399.45,Amazon Pay,Pending,New York,NY,United States,SELL00519,396.1777,399.45
77789,ORD0077790,27-02-2021,CUST018221,Kabir Patel,P00020,Office Chair,Toys & Games,CoreTech,1,55.51,0,4.44,5.53,65.48,Credit Card,Delivered,Washington,DC,Australia,SELL00150,64.7087,65.48
81289,ORD0081290,01-03-2020,CUST001204,Arjun Singh,P00035,Desk Plant,Clothing,CoreTech,2,141.02,0.1,12.69,4.78,271.31,Credit Card,Delivered,Washington,DC,United States,SELL01109,271.236,271.31
10616,ORD0010617,16-03-2020,CUST020736,Karan Sharma,P00011,Fitness Band,Electronics,KiddoFun,4,355.81,0,71.16,1.68,1496.08,Credit Card,Shipped,Jacksonville,FL,United States,SELL00899,1497.9189,1496.08
10902,ORD0010903,30-03-2024,CUST048180,Sahil Gupta,P00027,Winter Jacket,Sports & Outdoors,NexPro,3,409.51,0,61.43,1.53,1291.49,Amazon Pay,Delivered,New York,NY,United States,SELL01115,1293.0642,1291.49
38387,ORD0038388,27-11-2020,CUST025051,Simran Verma,P00005,Laptop Sleeve,Sports & Outdoors,ReadMore,2,330.54,0.15,28.1,2.2,592.22,Credit Card,Delivered,San Francisco,CA,United States,SELL01190,594.0589,592.22
82835,ORD0082836,26-11-2023,CUST022079,Arjun Joshi,P00010,Smartwatch,Sports & Outdoors,CoreTech,1,243.68,0,12.18,11.45,267.31,Credit Card,Returned,Charlotte,NC,United States,SELL01703,267.0669,267.31
58637,ORD0058638,10-12-2021,CUST010539,Sunita Gupta,P00045,Phone Tripod,Electronics,Apex,1,29.6,0.1,2.13,0.41,29.18,Debit Card,Pending,Los Angeles,CA,United States,SELL01633,30.0085,29.18
95531,ORD0095532,17-03-2022,CUST003490,Mohit Kumar,P00028,Jeans,Books,UrbanStyle,5,596.97,0,358.18,9.15,3352.18,Credit Card,Cancelled,Houston,TX,United States,SELL00727,3351.2136,3352.18
90471,ORD0090472,24-08-2023,CUST034816,Kabir Patel,P00016,Air Fryer,Home & Kitchen,HomeEase,2,248.32,0,39.73,3.81,540.18,Credit Card,Delivered,Seattle,WA,United States,SELL01357,540.5563,540.18
19399,ORD0019400,09-03-2024,CUST030566,Mohit Sharma,P00038,External HDD 2TB,Sports & Outdoors,FitLife,5,386.1,0.15,131.27,11.1,1783.29,Net Banking,Delivered,Dallas,TX,United States,SELL01656,1782.3592,1783.29
85282,ORD0085283,23-07-2024,CUST020581,Vikas Kumar,P00013,Action Camera,Toys & Games,BrightLux,1,578.4,0,46.27,1.65,626.32,Cash on Delivery,Delivered,Washington,DC,United States,SELL00368,627.3457,626.32
10333,ORD0010334,05-11-2021,CUST016928,Vivaan Verma,P00022,Water Bottle,Toys & Games,Apex,3,457.63,0.2,87.86,12.94,1199.11,Amazon Pay,Delivered,Washington,DC,United States,SELL01585,1198.7558,1199.11
56595,ORD0056596,03-10-2022,CUST009356,Aman Mehta,P00022,Water Bottle,Electronics,FitLife,2,435.41,0.1,0,0.14,783.88,UPI,Delivered,New York,NY,United States,SELL00196,794.4552,783.88
40152,ORD0040153,16-11-2024,CUST037714,Vihaan Mehta,P00034,Desk Organizer,Books,FitLife,5,406.3,0.05,96.5,3.93,2030.36,Credit Card,Returned,Phoenix,AZ,India,SELL00109,2031.486,2030.36
49194,ORD0049195,29-06-2020,CUST022331,Vivaan Verma,P00042,Projector Mini,Sports & Outdoors,HomeEase,1,242.86,0,19.43,5.69,267.98,Amazon Pay,Delivered,Charlotte,NC,India,SELL00660,268.0072,267.98
9227,ORD0009228,03-01-2023,CUST038298,Aditya Kumar,P00031,Kids Toy Car,Clothing,CoreTech,5,403.64,0,161.46,14.81,2194.47,Debit Card,Delivered,Dallas,TX,United States,SELL01995,2193.1737,2194.47
91567,ORD0091568,07-02-2020,CUST022750,Karan Gupta,P00018,Vacuum Cleaner,Home & Kitchen,CoreTech,1,25.76,0.15,1.75,4.91,28.56,Credit Card,Delivered,Dallas,TX,United States,SELL01981,28.3443,28.56
15016,ORD0015017,01-02-2020,CUST034575,Vihaan Patel,P00009,Portable SSD 1TB,Toys & Games,BrightLux,4,208.49,0.25,31.27,13.36,670.1,Credit Card,Shipped,Dallas,TX,United States,SELL00885,670.3315,670.1
99490,ORD0099491,26-06-2020,CUST042372,Karan Kapoor,P00003,Smartphone Case,Sports & Outdoors,Zenith,1,235.17,0.05,17.87,5.9,247.18,Cash on Delivery,Delivered,Indianapolis,IN,India,SELL00544,247.4381,247.18
32859,ORD0032860,13-03-2020,CUST007037,Mohit Singh,P00049,Children's Book,Clothing,FitLife,1,193.02,0.05,0,12.52,195.89,Credit Card,Cancelled,San Diego,CA,United States,SELL00275,195.5299,195.89
7263,ORD0007264,30-07-2023,CUST006160,Sunita Sharma,P00029,T-Shirt,Toys & Games,Apex,1,93.5,0,11.22,6.54,111.26,Amazon Pay,Delivered,New York,NY,India,SELL00592,111.5872,111.26
69891,ORD0069892,14-01-2022,CUST002791,Karan Reddy,P00022,Water Bottle,Home & Kitchen,FitLife,1,55.73,0,6.69,5.08,67.5,Credit Card,Delivered,Chicago,IL,United States,SELL00171,66.0292,67.5
19615,ORD0019616,01-06-2020,CUST044071,Anjali Verma,P00006,Gaming Mouse,Clothing,BrightLux,5,144.12,0,86.47,10.17,817.24,Credit Card,Delivered,Seattle,WA,United States,SELL01856,816.2874,817.24
56202,ORD0056203,03-02-2021,CUST010970,Priya Verma,P00019,LED Desk Lamp,Electronics,FitLife,5,336.91,0,84.23,4.9,1773.68,Credit Card,Delivered,Indianapolis,IN,United States,SELL00247,1774.1308,1773.68
5739,ORD0005740,03-09-2020,CUST040151,Karan Mehta,P00015,Instant Pot,Books,CoreTech,3,334.03,0.1,72.15,8.75,982.78,Credit Card,Delivered,Indianapolis,IN,United States,SELL01882,981.174,982.78
75586,ORD0075587,08-04-2020,CUST002170,Arjun Kapoor,P00005,Laptop Sleeve,Clothing,HomeEase,2,314.28,0,75.43,14.01,718,Credit Card,Delivered,Austin,TX,United States,SELL01295,714.7579,718
61377,ORD0061378,01-09-2021,CUST049235,Anjali Verma,P00013,Action Camera,Books,ReadMore,5,195.26,0.05,166.95,12.28,1106.71,Net Banking,Delivered,New York,NY,United States,SELL01062,1102.9616,1106.71
85061,ORD0085062,31-10-2020,CUST047373,Karan Reddy,P00004,USB-C Charger,Home & Kitchen,CoreTech,3,529.82,0.2,152.59,10.37,1434.53,Credit Card,Delivered,San Jose,CA,United States,SELL01957,1430.3686,1434.53
29486,ORD0029487,04-08-2024,CUST013999,Vihaan Kumar,P00030,Dress Shirt,Clothing,NexPro,1,413.54,0.25,24.81,14.27,349.24,Credit Card,Delivered,Chicago,IL,United States,SELL00851,347.1863,349.24
79718,ORD0079719,11-11-2022,CUST001904,Vihaan Sharma,P00019,LED Desk Lamp,Home & Kitchen,Zenith,3,454.9,0,68.24,6.02,1438.96,UPI,Delivered,Chicago,IL,India,SELL01906,1441.1082,1438.96
84787,ORD0084788,02-03-2022,CUST013857,Arjun Joshi,P00037,Router,Electronics,FitLife,2,145.98,0,14.6,6.86,313.42,Amazon Pay,Delivered,Austin,TX,United States,SELL01502,313.4878,313.42
39837,ORD0039838,31-03-2022,CUST026432,Priya Gupta,P00008,4K Monitor,Clothing,BrightLux,1,590.94,0.2,37.82,12.11,522.68,Net Banking,Pending,Charlotte,NC,United States,SELL00065,522.649,522.68
75496,ORD0075497,16-12-2023,CUST016615,Ritika Verma,P00007,Mechanical Keyboard,Books,HomeEase,5,465.76,0.15,158.36,9.66,2147.5,Debit Card,Shipped,New York,NY,United States,SELL01598,2146.7038,2147.5
79764,ORD0079765,13-07-2021,CUST049890,Neha Verma,P00021,Backpack,Sports & Outdoors,Apex,5,272.03,0,108.81,4.74,1473.7,Net Banking,Delivered,San Francisco,CA,United States,SELL01806,1472.9729,1473.7
60660,ORD0060661,15-08-2023,CUST034245,Pooja Reddy,P00035,Desk Plant,Clothing,NexPro,5,6.93,0,0,5.74,40.39,UPI,Delivered,Los Angeles,CA,United States,SELL01669,39.6494,40.39
56147,ORD0056148,22-04-2021,CUST032008,Vivaan Joshi,P00001,Wireless Earbuds,Clothing,Zenith,4,272.25,0.3,60.98,1.14,824.42,Amazon Pay,Shipped,San Jose,CA,United States,SELL00864,834.0345,824.42
38103,ORD0038104,20-05-2020,CUST024300,Sneha Kapoor,P00016,Air Fryer,Books,ReadMore,3,345.28,0,124.3,8.21,1168.35,Credit Card,Delivered,Fort Worth,TX,United States,SELL01601,1167.8961,1168.35
73258,ORD0073259,02-03-2023,CUST010712,Arjun Kumar,P00023,Cookware Set,Books,HomeEase,5,344.2,0.2,68.84,10.8,1456.44,UPI,Delivered,Charlotte,NC,United States,SELL01727,1456.1267,1456.44
35791,ORD0035792,28-07-2021,CUST035749,Pooja Sharma,P00049,Children's Book,Books,Zenith,1,578.58,0,28.93,14.55,622.06,Net Banking,Delivered,Los Angeles,CA,India,SELL00738,620.7005,622.06
26109,ORD0026110,08-04-2021,CUST014857,Neha Kumar,P00023,Cookware Set,Sports & Outdoors,BrightLux,4,527.75,0.05,360.98,11.99,2378.42,Cash on Delivery,Delivered,New York,NY,United States,SELL01623,2374.9,2378.42
96446,ORD0096447,13-10-2023,CUST023067,Aditya Kapoor,P00047,Memory Card 128GB,Sports & Outdoors,FitLife,3,336.89,0,80.85,6.68,1098.2,Debit Card,Cancelled,Seattle,WA,Australia,SELL01996,1097.1929,1098.2
33089,ORD0033090,13-04-2021,CUST035625,Aditya Kapoor,P00019,LED Desk Lamp,Electronics,UrbanStyle,2,281.27,0.1,60.75,11.05,578.09,Credit Card,Delivered,San Jose,CA,United States,SELL00587,577.2114,578.09
96703,ORD0096704,13-10-2023,CUST010814,Pooja Reddy,P00034,Desk Organizer,Toys & Games,UrbanStyle,2,552.03,0.2,158.98,6.41,1048.64,Credit Card,Delivered,Columbus,OH,United States,SELL00783,1049.1111,1048.64
36625,ORD0036626,16-06-2021,CUST028606,Vivaan Reddy,P00022,Water Bottle,Clothing,UrbanStyle,1,491.7,0,39.34,4.89,535.93,Debit Card,Delivered,Jacksonville,FL,United States,SELL01099,535.945,535.93
11877,ORD0011878,04-10-2024,CUST008105,Neha Mehta,P00038,External HDD 2TB,Books,ReadMore,4,257.06,0.3,35.99,3.09,758.85,Credit Card,Delivered,San Jose,CA,United States,SELL00322,761.6826,758.85
29690,ORD0029691,18-01-2024,CUST033154,Rohit Verma,P00035,Desk Plant,Toys & Games,BrightLux,1,495.25,0,89.14,9.85,594.24,Credit Card,Delivered,San Antonio,TX,United States,SELL01430,593.6243,594.24
26169,ORD0026170,03-05-2023,CUST044343,Pooja Joshi,P00048,Wireless Charger,Books,UrbanStyle,4,573.32,0.1,247.67,12.25,2323.87,Debit Card,Delivered,New York,NY,United States,SELL01170,2323.6021,2323.87
11552,ORD0011553,18-04-2022,CUST020042,Aman Patel,P00018,Vacuum Cleaner,Clothing,Zenith,2,68.32,0.15,13.94,8.16,138.24,Net Banking,Shipped,Philadelphia,PA,United States,SELL00630,137.5308,138.24
74664,ORD0074665,28-03-2022,CUST007051,Neha Patel,P00008,4K Monitor,Toys & Games,UrbanStyle,1,340.53,0,17.03,9.28,366.84,Amazon Pay,Delivered,Dallas,TX,United States,SELL01833,366.6462,366.84
22899,ORD0022900,15-05-2020,CUST023108,Anjali Reddy,P00044,Power Bank 20000mAh,Sports & Outdoors,ReadMore,3,391.77,0,58.77,0.81,1234.89,Net Banking,Delivered,New York,NY,India,SELL00545,1235.6077,1234.89
39665,ORD0039666,31-03-2022,CUST007892,Arjun Singh,P00025,Running Shoes,Toys & Games,NexPro,4,18.67,0.05,3.55,7.56,82.06,Credit Card,Shipped,Phoenix,AZ,United States,SELL00075,82.1313,82.06
11884,ORD0011885,06-10-2024,CUST031953,Sneha Kapoor,P00027,Winter Jacket,Electronics,CoreTech,1,212.09,0.1,34.36,11.65,236.89,Net Banking,Delivered,San Jose,CA,India,SELL01169,235.2203,236.89
55008,ORD0055009,07-10-2021,CUST017123,Kabir Kapoor,P00031,Kids Toy Car,Books,FitLife,2,249.47,0.05,56.88,8.19,539.06,Debit Card,Delivered,Columbus,OH,United States,SELL01042,538.8758,539.06
39331,ORD0039332,16-08-2023,CUST017698,Aman Kumar,P00034,Desk Organizer,Clothing,CoreTech,5,85.06,0.1,45.93,0.66,429.36,Cash on Delivery,Delivered,Philadelphia,PA,United States,SELL01742,438.2641,429.36
47877,ORD0047878,23-11-2022,CUST011623,Sneha Joshi,P00006,Gaming Mouse,Home & Kitchen,ReadMore,3,410.07,0.05,93.5,7.89,1270.09,Cash on Delivery,Shipped,Denver,CO,United States,SELL01430,1271.0793,1270.09
85306,ORD0085307,22-03-2024,CUST028073,Vihaan Kapoor,P00003,Smartphone Case,Sports & Outdoors,UrbanStyle,2,7.45,0,0.75,7.5,23.15,Credit Card,Delivered,Dallas,TX,United States,SELL00414,22.7963,23.15
2747,ORD0002748,03-12-2024,CUST026565,Mohit Kumar,P00040,Microphone,Home & Kitchen,Zenith,5,285.65,0.1,102.83,12.28,1400.54,Debit Card,Shipped,San Francisco,CA,United States,SELL00704,1400.8048,1400.54
71724,ORD0071725,02-11-2020,CUST039534,Anjali Kumar,P00001,Wireless Earbuds,Toys & Games,KiddoFun,1,109.61,0,19.73,10.23,139.57,Amazon Pay,Delivered,Jacksonville,FL,United States,SELL00347,138.999,139.57
90584,ORD0090585,06-11-2021,CUST029050,Sahil Kapoor,P00019,LED Desk Lamp,Electronics,UrbanStyle,3,559.52,0.2,107.43,7.02,1457.3,Amazon Pay,Shipped,New York,NY,United States,SELL01229,1458.9734,1457.3
41335,ORD0041336,28-02-2023,CUST024678,Kabir Gupta,P00039,Graphic Tablet,Books,Zenith,1,94.83,0,11.38,9.08,115.29,Debit Card,Delivered,Denver,CO,United States,SELL01806,115.3689,115.29
7129,ORD0007130,15-04-2021,CUST030797,Ritika Joshi,P00037,Router,Toys & Games,UrbanStyle,4,180.78,0,86.77,12.21,822.1,Net Banking,Delivered,Austin,TX,India,SELL01513,820.7326,822.1
